2,2,5
3,2,6
2,2,5
3,2,6
2,2,5
3,2,6
4,3,7
5,4,9
6,5,11
7,6,13
8,7,15
9,9,18
10,11,20
11,12,23
12,14,25
13,16,28
14,17,32
15,19,34
16,23,37
17,25,41
18,27,45
19,30,48
20,31,50
21,35,59
22,38,58
23,39,62
24,78,74
25,45,76
26,58,97
27,52,76
28,55,75
29,58,81
30,60,84
31,74,99
32,69,92
33,73,96
34,77,99
35,81,106
36,88,110
37,105,147
38,106,129
39,152,130
40,103,191
41,109,132
42,116,141
43,139,163
44,124,147
45,128,155
46,143,162
47,144,193
48,142,175
49,151,174
50,157,184
51,172,182
52,174,195
53,177,198
54,183,202
55,197,209
56,197,215
57,230,216
58,204,219
59,212,250
60,229,246
61,236,245
62,231,246
63,258,253
64,246,256
65,330,256
66,254,321
67,262,289
68,276,279
69,277,293
70,293,297
71,370,294
72,300,301
73,309,353
74,340,312
75,324,401
76,419,416
77,352,343
78,379,343
79,358,348
80,366,351
81,375,533
82,384,369
83,497,377
84,401,377
85,412,389
86,440,398
87,430,427
88,457,511
89,451,421
90,523,432
91,492,431
92,480,438
93,490,527
94,499,557
95,512,464
96,557,478
97,783,501
98,563,573
99,570,610
100,563,596
101,635,553
102,621,527
103,638,536
104,819,575
105,619,548
106,631,608
107,681,570
108,692,572
109,721,582
110,692,587
111,704,600
112,719,671
113,713,627
114,724,626
115,738,640
116,749,763
117,808,656
118,823,694
119,789,692
120,836,682
121,861,702
122,957,721
123,877,867
124,857,810
125,866,736
126,975,755
127,992,756
128,910,763
129,953,847
130,937,785
131,1183,840
132,1026,834
133,984,830
134,1096,921
135,1086,830
136,1174,875
137,1159,850
138,1186,914
139,1156,935
140,1194,973
141,1163,936
142,1114,905
143,1260,1226
144,1178,990
145,1159,938
146,1214,959
147,1191,1094
148,1364,1038
149,1296,993
150,1268,992
151,1357,1072
152,1513,1069
153,1459,1071
154,1404,1117
155,1319,1101
156,1540,1093
157,1456,1075
158,1417,1121
159,1533,1151
160,1404,1114
161,1428,1208
162,1466,1194
163,1457,1270
164,1574,1202
165,1492,1269
166,1698,1206
167,1530,1198
168,1671,1314
169,1684,1229
170,1674,1437
171,1645,1295
172,1740,1337
173,1709,1282
174,1762,1330
175,1914,1344
176,1902,1359
177,1850,1331
178,2104,1386
179,2076,1426
180,1827,1408
181,1795,1617
182,1888,1408
183,1948,1492
184,1912,1597
185,1871,1634
186,1891,1550
187,2027,1489
188,2045,1609
189,2008,1629
190,2180,1504
191,2109,1520
192,2294,1671
193,2027,1661
194,2168,1762
195,2283,1721
196,2294,1868
197,2207,1756
198,2275,1832
199,2265,1750
200,2354,1685
201,2193,1739
202,2403,1717
203,2424,1808
204,2537,1755
205,2316,1957
206,2417,1842
207,2520,1920
208,2389,1894
209,2712,1998
210,2656,1794
211,2440,2094
212,2515,1821
213,2840,1941
214,2665,2121
215,2775,1912
216,2854,1911
217,2593,2039
218,2669,1970
219,2792,2095
220,2784,2126
221,2868,2028
222,2839,2122
223,2808,2213
224,2930,2183
225,3014,2124
226,2905,2104
227,3447,2148
228,3052,2122
229,3165,2161
230,2904,2307
231,3099,2138
232,3002,2475
233,3214,2316
234,3016,2296
235,3295,2244
236,3124,2372
237,3341,2380
238,3226,2263
239,3298,2262
240,3341,2315
241,3574,2301
242,3488,2462
243,3420,2364
244,3353,2337
245,3448,2423
246,3298,2538
247,3390,2705
248,3487,2458
249,3575,2720
250,3419,2447
251,3740,2538
252,3439,2609
253,3575,2697
254,3852,2558
255,3706,3104
256,3635,2649
257,3658,2640
258,3644,2880
259,3986,2833
260,4074,2906
261,3975,2748
262,3826,2882
263,3849,2784
264,4031,2708
265,4091,2786
266,4033,3067
267,4017,2909
268,4212,2807
269,3991,3051
270,4453,2940
271,4082,2973
272,4395,2965
273,4221,2947
274,4379,2955
275,4308,3061
276,4407,2988
277,4576,3137
278,4426,3090
279,4613,3096
280,4426,3204
281,4364,3292
282,4447,3154
283,4480,3116
284,4539,3420
285,4671,3422
286,4679,3260
287,5014,3237
288,5217,3304
289,5083,3317
290,4730,3497
291,4790,3408
292,5076,3545
293,4905,3461
294,4938,3483
295,4863,3585
296,4955,3361
297,5065,3515
298,4976,3487
299,5169,3423
300,5270,3489
301,5151,3628
302,5088,3864
303,5470,3607
304,5192,3724
305,5524,3684
306,5290,3720
307,5584,3617
308,5286,4019
309,5288,3796
310,5617,3741
311,5390,3757
312,5529,4003
313,5684,3757
314,5735,3879
315,5624,3736
316,5729,3908
317,5925,3916
318,5821,3975
319,5980,4013
320,5667,4064
321,5876,3956
322,5910,4047
323,6069,4202
324,5926,4175
325,5881,4193
326,6020,4279
327,6239,4081
328,6226,4079
329,6198,4072
330,6255,4347
331,6086,4420
332,6251,4256
333,6377,4201
334,6388,4274
335,6426,4381
336,6513,4432
337,6501,4336
338,6309,4454
339,6589,4420
340,6545,4527
341,6868,4593
342,6528,4774
343,6787,4392
344,6928,4657
345,6669,4868
346,6886,4502
347,6975,4588
348,6885,4854
349,6945,5041
350,7048,4898
351,6841,4967
352,7033,4663
353,6860,5129
354,6959,4781
355,7070,4968
356,7157,4854
357,7174,5006
358,7105,4848
359,7243,4837
360,7968,5088
361,7580,5138
362,7405,5011
363,7611,5047
364,7650,4920
365,7620,5145
366,7699,5090
367,7791,4969
368,7688,5093
369,7797,5319
370,7592,5362
371,8014,5246
372,7820,5290
373,7848,5324
374,7825,5281
375,7969,5364
376,8058,5370
377,7947,5460
378,8087,5422
379,8278,5433
380,8182,5436
381,8389,5591
382,8208,5526
383,8459,5742
384,8436,5608
385,8300,5831
386,8372,5863
387,8514,5751
388,8376,6045
389,8553,5618
390,8556,5990
391,8800,5891
392,8711,5807
393,8796,6023
394,8801,5978
395,8715,5884
396,9084,5757
397,8808,5946
398,8893,6070
399,9039,6217
400,8934,6050
401,9023,6260
402,9118,6400
403,9216,6271
404,9222,6136
405,9346,6225
406,9326,6258
407,9564,6295
408,9496,6340
409,9304,6452
410,9499,6190
411,9623,6433
412,9601,6273
413,9651,6433
414,9935,6384
415,9840,6581
416,9618,6580
417,9785,6680
418,9905,6608
419,9962,6801
420,10233,6755
421,10485,6623
422,9992,6764
423,10458,6952
424,10159,6747
425,10269,6829
426,10164,6750
427,10180,6974
428,10261,6749
429,10448,7060
430,10468,7157
431,10717,6891
432,10579,7180
433,11078,7065
434,10834,7096
435,10629,7084
436,10889,7351
437,10518,7170
438,10971,7066
439,10783,7319
440,10895,7229
441,11129,7224
442,11033,7412
443,11280,7570
444,11104,7453
445,11126,7543
446,11149,7418
447,11321,7649
448,11267,7441
449,11303,7564
450,11348,7913
451,11545,7774
452,11576,7749
453,11782,7695
454,11651,7790
455,11926,7905
456,11662,8077
457,12070,8287
458,11681,8025
459,11773,8112
460,12108,8045
461,12104,7811
462,12269,8012
463,12191,8221
464,12105,8182
465,12509,8113
466,12272,8095
467,12560,8140
468,12425,8019
469,12238,8368
470,12328,8371
471,12453,8282
472,12736,8233
473,12638,8262
474,12331,8168
475,12531,8165
476,12868,8450
477,13078,8403
478,12909,8262
479,13175,8496
480,13412,8841
481,13194,8449
482,13168,8763
483,13311,8681
484,13169,8862
485,13131,8763
486,13433,8881
487,13446,9025
488,13622,8794
489,13555,8914
490,13643,9003
491,13636,8849
492,13799,9063
493,13630,9113
494,13734,9366
495,14648,9265
496,14336,9366
497,14165,9204
498,14376,9289
499,14669,9110
500,14662,9562
501,14853,9684
502,14656,9163
503,14199,9430
504,14579,9381
505,14221,9572
506,15276,9695
507,14509,9633
508,14576,9635
509,14551,9520
510,14337,9483
511,14595,9468
512,15161,10283
513,15008,9684
514,15427,10205
515,15275,9934
516,15058,10013
517,15016,9850
518,15789,10520
519,15574,10029
520,15150,9993
521,15337,10073
522,15299,9974
523,15516,10090
524,15446,10185
525,15423,10538
526,16413,10507
527,16091,10285
528,15776,10327
529,16018,10450
530,15732,10480
531,16221,10507
532,16163,10548
533,16178,10670
534,16336,10339
535,16120,10768
536,16574,10475
537,16466,10656
538,16354,10873
539,16248,10574
540,16074,10670
541,16304,10715
542,16476,10721
543,16638,10887
544,16851,10892
545,16697,10894
546,16963,11084
547,17306,11190
548,17194,10760
549,17148,11176
550,16938,11119
551,16957,11153
552,17095,11438
553,17087,11010
554,17293,11480
555,17214,11359
556,17311,11300
557,17591,11593
558,17595,11669
559,17507,11781
560,17603,11384
561,17651,11376
562,18014,12026
563,18346,11847
564,18469,12110
565,17756,11645
566,17960,11645
567,18208,11833
568,18002,12051
569,18774,11951
570,18543,12152
571,18487,11903
572,18544,12352
573,18630,11935
574,19299,12581
575,19135,12305
576,19130,12033
577,19377,12206
578,18904,12336
579,19162,12244
580,18971,12134
581,18919,12589
582,19097,12322
583,19419,12323
584,19564,12490
585,19251,12398
586,19585,12815
587,19556,12936
588,19508,12537
589,19414,12468
590,19694,12686
591,19671,13179
592,19787,12636
593,20211,13163
594,20290,13302
595,20337,13206
596,20032,13199
597,20074,13077
598,20408,13325
599,20114,13390
600,20261,13092
601,20311,13143
602,20483,13219
603,20829,13548
604,20600,13373
605,20846,13393
606,20990,13436
607,20876,13563
608,20545,13202
609,20506,13442
610,21072,13648
611,21158,14024
612,21355,13916
613,21351,13779
614,21578,14066
615,21237,13763
616,21537,13920
617,21453,14100
618,21756,14127
619,22159,13877
620,21784,13930
621,21966,14076
622,21847,14489
623,22161,14617
624,22276,14569
625,22054,14423
626,22329,14414
627,22115,14270
628,22394,14071
629,22627,14344
630,22623,14341
631,22436,14434
632,22673,14555
633,22485,14837
634,22499,14808
635,23012,15089
636,22773,14862
637,22919,14667
638,23115,14876
639,22683,15050
640,23405,15392
641,23407,15175
642,23339,15287
643,23660,15194
644,23136,14899
645,23672,14821
646,23680,15049
647,23502,15363
648,23687,15335
649,23986,15925
650,23983,15282
651,24009,15298
652,24217,15547
653,23882,15699
654,24109,15503
655,24155,15919
656,24320,15809
657,24401,15487
658,24608,15743
659,24986,15824
660,24069,15368
661,24619,16023
662,25105,16139
663,24810,15766
664,25243,16193
665,25102,16144
666,24537,16222
667,24975,16179
668,25688,16203
669,25168,16271
670,25342,16294
671,25522,16493
672,25665,16304
673,25584,16403
674,25794,16650
675,25612,16362
676,25669,16815
677,25748,16823
678,25918,16519
679,26074,16848
680,26342,16474
681,26432,16649
682,26294,16940
683,26388,16714
684,26321,16611
685,26436,16847
686,26329,17123
687,26531,17229
688,26913,17077
689,26412,16669
690,26904,17279
691,26984,17231
692,26892,17336
693,27380,17534
694,27117,17258
695,27152,17523
696,27067,17746
697,27413,17399
698,27109,17626
699,63027,17599
