217743109;1103391918;1103391739;
217743109;1103391739;1103392022;
217743109;1103392022;1103391990;
217743109;1103391990;353206399;
26165024;3051503883;286512229;
26165024;286512229;1458197961;
26166383;331233434;331245887;
26166383;331245887;3393841703;
26166383;3393841703;331245885;
26166383;331245885;331245227;
26166381;1234828462;1234663760;
26166381;1234663760;1930164776;
26166381;1930164776;1234663772;
26166381;1234663772;1930164846;
26166381;1930164846;1930164786;
26166381;1930164786;1930164835;
26166381;1930164835;1930164819;
26166381;1930164819;1930164855;
26166381;1930164855;1930164771;
26166381;1930164771;1930164793;
26166381;1930164793;1930164848;
26166381;1930164848;1930164854;
26166381;1930164854;1930164781;
30072465;331233423;3393840390;
30072465;3393840390;3393840389;
30072465;3393840389;331233424;
30072465;331233424;331233425;
30072465;331233425;331233427;
30072465;331233427;331233428;
30072465;331233428;3393841696;
30072465;3393841696;331233430;
30072465;331233430;331245225;
30072465;331245225;331245226;
30072465;331245226;3393841698;
30072465;3393841698;331245227;
30072465;331245227;331245229;
30072465;331245229;3222062731;
30072465;3222062731;331245230;
30072465;331245230;3222062729;
30072465;3222062729;331245231;
30072465;331245231;331233423;
30073116;331242925;331242923;
30073116;331242923;331242921;
30073116;331242921;331241396;
30073116;331241396;331241395;
30073116;331241395;331241394;
30073116;331241394;2352572295;
30073116;2352572295;331241393;
30073413;331242905;331242927;
30073413;331242927;331242929;
30073413;331242929;331242925;
30073416;331242925;331242931;
30073416;331242931;331242908;
30073411;331242900;1408523681;
30073411;1408523681;331242902;
30073411;331242902;331242903;
30073411;331242903;331242904;
30073411;331242904;1408523682;
30073411;1408523682;331242905;
30073411;331242905;1408523684;
30073411;1408523684;331242907;
30073411;331242907;1408523680;
30073411;1408523680;331242908;
30073411;331242908;331242910;
30073411;331242910;331242913;
30073411;331242913;331242914;
30073411;331242914;1408523679;
30073411;1408523679;331242916;
30073411;331242916;1408523683;
30073411;1408523683;331242900;
30073739;331245227;286528375;
30073739;286528375;286528377;
30073739;286528377;3393841699;
30073739;3393841699;286528378;
30073739;286528378;331247387;
30073739;331247387;331247376;
30073925;331248293;331248295;
30073925;331248295;331242916;
30073741;331245894;3082837250;
30073741;3082837250;331245896;
30073741;331245896;331245898;
30073741;331245898;493411777;
30073741;493411777;331245899;
30073741;331245899;331247389;
30073741;331247389;331247378;
31727383;354973486;354973483;
40624734;1234828451;493429355;
40624734;493429355;1234663698;
40624734;1234663698;2335751358;
40624734;2335751358;2335751354;
37607411;440825638;440825639;
37607411;440825639;736938426;
37607411;736938426;736938430;
37607411;736938430;440825652;
37607411;440825652;440825653;
37607418;440825643;2802003696;
37607418;2802003696;2802003697;
37607418;2802003697;440825656;
37607419;440825656;2802003694;
37607419;2802003694;2802003693;
37607419;2802003693;440825651;
37607407;440825630;3393851504;
37607407;3393851504;2802024230;
37607407;2802024230;2802024232;
37607407;2802024232;2802024233;
37607407;2802024233;302680236;
59428487;736938430;736938429;
59428487;736938429;736938428;
59428487;736938428;736938427;
59428487;736938427;736938426;
59428967;736942443;736942446;
59428967;736942446;736942445;
26166380;286528407;286528400;
26166380;286528400;1930164842;
26166380;1930164842;2827716872;
26166380;2827716872;286528401;
26166380;286528401;3238047371;
26166380;3238047371;3238047372;
26166380;3238047372;286528402;
31281096;331242902;2696780844;
31281096;2696780844;348036219;
31281096;348036219;1109621726;
31281096;1109621726;348036222;
31281096;348036222;348036224;
31281096;348036224;348036226;
31281096;348036226;3331942281;
31281096;3331942281;348036227;
31281096;348036227;348036228;
31281096;348036228;3331942280;
31281096;3331942280;348036229;
31281096;348036229;1214152693;
31281096;1214152693;348036230;
30076674;331278589;3331942285;
30076674;3331942285;331278590;
30076674;331278590;331278591;
30076674;331278591;3331942283;
30076674;3331942283;331278592;
30076674;331278592;3331942282;
30076674;3331942282;331278593;
30076674;331278593;331278594;
30076674;331278594;331278595;
30076674;331278595;1109621753;
30076674;1109621753;2352572232;
30076674;2352572232;331278599;
30076674;331278599;2696780843;
30076674;2696780843;2696780845;
30076674;2696780845;1408523682;
31565739;68906379;68906398;
31565739;68906398;68906406;
31565739;68906406;68906411;
31565739;68906411;68906416;
31565739;68906416;331278589;
31565739;331278589;348036230;
31565739;348036230;68906476;
31565739;68906476;68906516;
31565739;68906516;68906538;
31565739;68906538;68906552;
31565739;68906552;68906561;
31565739;68906561;68906569;
31565739;68906569;68906576;
31565739;68906576;68906586;
31565739;68906586;68906594;
31565739;68906594;68906600;
31565739;68906600;68906608;
31565739;68906608;68906617;
31565739;68906617;68906627;
31565739;68906627;68906635;
31565739;68906635;68906643;
31565739;68906643;68906667;
31565739;68906667;68906676;
31565739;68906676;68906684;
31565739;68906684;68906693;
31565739;68906693;68906699;
31565739;68906699;68906704;
31565739;68906704;68906714;
31565739;68906714;68906726;
31565739;68906726;68906737;
31565739;68906737;68906747;
31565739;68906747;68906758;
31565739;68906758;68906766;
31565739;68906766;68906773;
31565739;68906773;68906785;
31565739;68906785;68906797;
31565739;68906797;68906806;
31565739;68906806;68906825;
31565739;68906825;68906829;
31565739;68906829;68906836;
31565739;68906836;68906841;
31565739;68906841;68906847;
31565739;68906847;68906853;
31565739;68906853;68906859;
31565739;68906859;68906866;
31565739;68906866;68906943;
31565739;68906943;68906986;
31565739;68906986;68906990;
31565739;68906990;68906994;
31565739;68906994;68907002;
31565739;68907002;68907008;
31565739;68907008;68907011;
31565739;68907011;68907016;
31565739;68907016;68907023;
31565739;68907023;68907029;
31565739;68907029;68907040;
31565739;68907040;68907050;
31565739;68907050;68907059;
31565739;68907059;68907063;
31565739;68907063;68907069;
31565739;68907069;68907177;
31565739;68907177;68907223;
31565739;68907223;68907237;
31565739;68907237;68907249;
31565739;68907249;68907257;
31565739;68907257;68907269;
31565739;68907269;68907283;
31565739;68907283;2438928288;
37607404;349111061;3393851499;
37607404;3393851499;349111574;
37607405;302680234;2802024223;
37607405;2802024223;440825625;
37607401;440825626;2802024231;
37607401;2802024231;440825636;
37607400;440825627;2802024225;
37607400;2802024225;349111061;
37607413;440825642;2802003690;
37607413;2802003690;2802003689;
37607413;2802003689;2802003687;
37607413;2802003687;440825653;
37607414;440825653;2802003688;
37607414;2802003688;2802003691;
37607414;2802003691;440825647;
37607403;440825636;440825637;
37607412;440825644;440825648;
37607412;440825648;440825642;
37607412;440825642;440825646;
37607412;440825646;736298816;
37607412;736298816;440825647;
37607412;440825647;440825640;
37607412;440825640;3001185040;
37607412;3001185040;440825650;
37607412;440825650;440825641;
37607412;440825641;440825649;
37607412;440825649;440825643;
37607412;440825643;2802003695;
37607412;2802003695;440825645;
37607412;440825645;2802003692;
37607412;2802003692;440825651;
37607412;440825651;736298811;
37607412;736298811;440825644;
37607406;2802024227;3393851500;
37607406;3393851500;3393851496;
37607406;3393851496;302680234;
37607402;440825636;2802024229;
37607402;2802024229;440825631;
37607416;440825640;2802003699;
37607416;2802003699;3001185041;
37607416;3001185041;3191636072;
37607416;3191636072;3001185043;
37607416;3001185043;3001193076;
37607416;3001193076;3001185049;
37607416;3001185049;3191598912;
37607416;3191598912;3001185052;
37607416;3001185052;3001185053;
37607416;3001185053;3191598917;
37607416;3191598917;3001185055;
37607416;3001185055;3001185056;
37607416;3001185056;3001185057;
37607416;3001185057;3191598932;
37607416;3191598932;3191598937;
37607416;3191598937;3191598941;
37607416;3191598941;3191598943;
37607416;3191598943;3191598944;
37607416;3191598944;3191598946;
37607416;3191598946;3191598950;
37607416;3191598950;3191598956;
37607416;3191598956;3191599376;
37607416;3191599376;3191599401;
37607416;3191599401;3191599402;
37607416;3191599402;3191599403;
37607416;3191599403;3191599404;
37607416;3191599404;3191599405;
37607416;3191599405;3191617454;
37607416;3191617454;3191599406;
37607416;3191599406;3191599407;
37607416;3191599407;3191575611;
37607416;3191575611;736298826;
106703310;1227279918;1227275860;
106703310;1227275860;1227284251;
106703310;1227284251;1227282896;
106703310;1227282896;1227281119;
106703310;1227281119;1227283883;
106703310;1227283883;1227282572;
106703310;1227282572;1227280692;
106703310;1227280692;1227278784;
106703310;1227278784;1227279677;
106703310;1227279677;1227277562;
106703310;1227277562;1227276362;
106703310;1227276362;1227284862;
106703310;1227284862;1227281626;
106703310;1227281626;1227279793;
106703288;1227275964;2993797304;
106703288;2993797304;2341298406;
106703288;2341298406;1227284397;
106703298;1227280795;1227279322;
106703298;1227279322;1227277198;
106703298;1227277198;1227276230;
106703298;1227276230;1227282997;
106703298;1227282997;1227281268;
106703298;1227281268;1227279417;
106703298;1227279417;1227277300;
106703298;1227277300;1227278264;
106703298;1227278264;1227276504;
106703298;1227276504;1227275943;
106703298;1227275943;1227284348;
106703298;1227284348;1227280390;
106703298;1227280390;1227278375;
106703298;1227278375;1227276543;
106703298;1227276543;1227275960;
106703298;1227275960;1227276254;
106703298;1227276254;1227284794;
106703298;1227284794;1227283547;
106703298;1227283547;1227282252;
106703298;1227282252;1227276080;
106703298;1227276080;1227284668;
106703298;1227284668;1227283270;
106703298;1227283270;1227281753;
106703298;1227281753;1227282713;
106703298;1227282713;1227280777;
106703298;1227280777;1227278879;
106703298;1227278879;1227276901;
106703298;1227276901;1227284104;
106703298;1227284104;1227282821;
106703298;1227282821;1227280928;
106703298;1227280928;1227279054;
106703298;1227279054;1227279918;
106703298;1227279918;1227277805;
106703298;1227277805;1227276417;
106703298;1227276417;1227275836;
106703298;1227275836;1227281948;
106703298;1227281948;1227280057;
106703298;1227280057;1227277996;
106703298;1227277996;1227276454;
106703298;1227276454;1227276967;
106703298;1227276967;1227276121;
106703298;1227276121;1227284697;
106703298;1227284697;3050260781;
106703298;3050260781;1227283357;
106703298;1227283357;3050260782;
106703298;3050260782;1227279213;
106703298;1227279213;3050260783;
106703298;3050260783;1227277094;
106703298;1227277094;2352572274;
106703298;2352572274;1227276156;
106703298;1227276156;331248270;
106703296;1227276368;1227283259;
30073668;331233430;331233431;
30073668;331233431;3393841702;
30073668;3393841702;331233432;
30073668;331233432;331233434;
48288528;2426956528;613536299;
48288528;613536299;613536297;
48288528;613536297;613536315;
48288528;613536315;613536314;
48288528;613536314;613536313;
48288528;613536313;613536311;
48288528;613536311;613536309;
48288528;613536309;2426956601;
48288528;2426956601;613536335;
48288528;613536335;613536333;
48288528;613536333;2426956636;
48288528;2426956636;613536331;
48288528;613536331;613536327;
