13,61
14,70
15,77
16,84
17,89
18,102
19,107
20,116
21,127
2,4
3,7
4,12
5,16
6,22
7,26
8,32
9,39
10,45
11,50
12,57
13,62
14,72
15,76
16,83
17,91
18,101
19,106
20,115
21,101
2,3
3,6
4,10
